GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Male,Margin of Error; Total: - Male,Estimate; Total: - Female,Margin of Error; Total: - Female,Estimate; Total: - Same house 1 year ago:,Margin of Error; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Male,Margin of Error; Total: - Same house 1 year ago: - Male,Estimate; Total: - Same house 1 year ago: - Female,Margin of Error; Total: - Same house 1 year ago: - Female,Estimate; Total: - Moved within same county:,Margin of Error; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Male,Margin of Error; Total: - Moved within same county: - Male,Estimate; Total: - Moved within same county: - Female,Margin of Error; Total: - Moved within same county: - Female,Estimate; Total: - Moved from different county within same state:,Margin of Error; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Male,Margin of Error; Total: - Moved from different county within same state: - Male,Estimate; Total: - Moved from different county within same state: - Female,Margin of Error; Total: - Moved from different county within same state: - Female,Estimate; Total: - Moved from different state:,Margin of Error; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Male,Margin of Error; Total: - Moved from different state: - Male,Estimate; Total: - Moved from different state: - Female,Margin of Error; Total: - Moved from different state: - Female,Estimate; Total: - Moved from abroad:,Margin of Error; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Male,Margin of Error; Total: - Moved from abroad: - Male,Estimate; Total: - Moved from abroad: - Female,Margin of Error; Total: - Moved from abroad: - Female
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",2964,397,1403,281,1561,228,2513,399,1151,274,1362,221,240,117,131,86,109,58,0,12,0,12,0,12,182,77,101,61,81,55,29,35,20,23,9,15
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",4536,514,2464,521,2072,232,3072,369,1613,310,1459,217,604,156,336,114,268,87,0,12,0,12,0,12,639,174,402,140,237,87,221,177,113,146,108,83
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",3821,376,2144,293,1677,191,2528,368,1468,237,1060,181,139,94,81,80,58,44,0,12,0,12,0,12,1089,338,563,207,526,157,65,59,32,36,33,32
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",3394,438,1196,214,2198,340,2935,426,1078,200,1857,322,379,164,105,67,274,117,0,12,0,12,0,12,80,62,13,16,67,64,0,12,0,12,0,12
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",2363,190,969,146,1394,167,2029,190,806,118,1223,160,326,163,160,81,166,122,0,12,0,12,0,12,8,10,3,7,5,7,0,12,0,12,0,12
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",3419,361,1573,217,1846,254,2988,347,1390,215,1598,235,260,209,144,110,116,112,0,12,0,12,0,12,171,187,39,46,132,175,0,12,0,12,0,12
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",3748,448,1425,277,2323,305,3285,473,1253,271,2032,312,394,273,138,130,256,167,0,12,0,12,0,12,56,50,21,26,35,40,13,25,13,25,0,12
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",3042,461,1366,236,1676,332,2604,490,1211,244,1393,334,386,198,125,68,261,156,0,12,0,12,0,12,52,83,30,47,22,35,0,12,0,12,0,12
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",2704,302,1233,183,1471,242,2241,325,1085,183,1156,227,285,158,78,48,207,128,0,12,0,12,0,12,178,88,70,55,108,77,0,12,0,12,0,12
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",3431,434,1745,308,1686,292,2453,367,1075,226,1378,262,517,217,277,121,240,135,0,12,0,12,0,12,461,181,393,169,68,58,0,12,0,12,0,12
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",3802,410,1496,273,2306,288,3241,411,1231,232,2010,316,469,282,208,162,261,148,0,12,0,12,0,12,77,54,42,34,35,44,15,25,15,25,0,12
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",5333,515,2060,426,3273,400,4553,574,1784,412,2769,387,754,419,258,123,496,330,0,17,0,17,0,17,26,33,18,26,8,19,0,17,0,17,0,17
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",2602,265,1181,182,1421,210,2136,259,959,173,1177,196,383,187,175,96,208,113,0,12,0,12,0,12,83,90,47,46,36,45,0,12,0,12,0,12
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",2736,333,1178,242,1558,194,2148,336,919,212,1229,218,406,230,153,114,253,144,0,12,0,12,0,12,176,112,100,70,76,58,6,9,6,9,0,12
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",4125,527,1926,323,2199,387,3782,494,1698,314,2084,370,283,165,168,108,115,74,0,12,0,12,0,12,43,49,43,49,0,12,17,25,17,25,0,12
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",3891,513,1960,412,1931,356,3567,549,1828,414,1739,341,108,115,94,113,14,25,0,12,0,12,0,12,199,154,38,43,161,150,17,32,0,12,17,32
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",3766,348,1938,292,1828,146,3318,318,1723,289,1595,135,353,197,170,104,183,107,0,12,0,12,0,12,95,46,45,29,50,38,0,12,0,12,0,12
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",3548,395,1510,227,2038,266,2724,405,1190,220,1534,247,703,235,291,120,412,171,0,12,0,12,0,12,94,63,29,30,65,56,27,37,0,12,27,37
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",5144,762,1987,491,3157,569,4762,789,1769,493,2993,566,326,183,181,129,145,91,0,17,0,17,0,17,56,43,37,39,19,20,0,17,0,17,0,17
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",4391,528,2044,289,2347,342,3905,544,1842,291,2063,351,321,193,153,96,168,116,0,12,0,12,0,12,155,114,39,52,116,100,10,16,10,16,0,12
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",3013,303,1115,218,1898,299,2240,387,850,196,1390,319,671,284,186,102,485,243,0,12,0,12,0,12,102,140,79,103,23,37,0,12,0,12,0,12
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",2156,255,1061,170,1095,173,1846,265,932,161,914,182,193,139,75,52,118,97,0,12,0,12,0,12,117,76,54,46,63,45,0,12,0,12,0,12
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",3473,467,1795,312,1678,261,2729,454,1450,312,1279,228,591,297,238,118,353,184,0,12,0,12,0,12,153,135,107,93,46,49,0,12,0,12,0,12
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",3189,566,1255,306,1934,411,2695,553,1077,283,1618,403,446,225,153,102,293,160,0,12,0,12,0,12,48,46,25,29,23,26,0,12,0,12,0,12
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",2037,276,989,176,1048,174,1681,254,724,161,957,175,261,123,179,90,82,51,0,12,0,12,0,12,95,55,86,53,9,11,0,12,0,12,0,12
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",2271,259,1042,148,1229,169,1924,218,861,134,1063,145,190,130,90,64,100,75,0,12,0,12,0,12,152,110,91,65,61,52,5,8,0,12,5,8
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",4176,555,1968,370,2208,380,3622,467,1772,339,1850,309,382,227,152,114,230,141,0,12,0,12,0,12,90,67,44,60,46,49,82,99,0,12,82,99
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",2739,402,1105,244,1634,271,2476,371,962,226,1514,262,205,169,101,104,104,72,0,12,0,12,0,12,47,56,31,33,16,25,11,16,11,16,0,12
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",3909,455,1789,306,2120,274,3214,379,1508,262,1706,242,477,191,172,95,305,123,0,12,0,12,0,12,191,134,82,74,109,82,27,33,27,33,0,12
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",1799,240,818,145,981,148,1514,238,664,121,850,153,185,94,100,56,85,58,0,12,0,12,0,12,100,64,54,44,46,37,0,12,0,12,0,12
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",3139,376,1358,226,1781,250,2600,382,1144,220,1456,253,245,97,120,73,125,68,0,12,0,12,0,12,220,102,44,41,176,89,74,46,50,29,24,26
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",3482,231,1735,181,1747,155,2619,233,1341,145,1278,170,462,145,233,108,229,79,0,12,0,12,0,12,342,118,138,64,204,75,59,62,23,30,36,36
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",3163,235,1607,163,1556,178,2224,221,1149,141,1075,152,312,170,167,110,145,81,0,12,0,12,0,12,583,159,291,96,292,117,44,58,0,12,44,58
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",2887,268,1255,200,1632,230,2143,253,918,132,1225,220,296,111,102,53,194,77,0,12,0,12,0,12,416,200,209,161,207,103,32,33,26,32,6,13
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",2301,225,1049,157,1252,159,1852,203,853,149,999,135,147,86,70,55,77,47,0,12,0,12,0,12,296,105,120,60,176,78,6,14,6,14,0,12
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",2404,171,1243,161,1161,128,1982,197,1090,164,892,109,202,85,59,33,143,76,0,12,0,12,0,12,188,63,87,41,101,44,32,25,7,9,25,24
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",2057,307,701,163,1356,259,1594,233,629,158,965,151,238,178,19,27,219,176,0,12,0,12,0,12,185,79,53,37,132,71,40,46,0,12,40,46
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",1329,171,767,124,562,101,1118,163,658,121,460,95,164,72,79,46,85,40,0,12,0,12,0,12,47,31,30,23,17,16,0,12,0,12,0,12
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",2303,351,1119,271,1184,181,1591,270,850,227,741,144,492,184,217,120,275,91,0,12,0,12,0,12,129,51,10,10,119,50,91,64,42,41,49,33
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",1904,233,782,148,1122,157,1652,250,637,144,1015,170,149,61,76,44,73,41,0,12,0,12,0,12,93,52,59,38,34,20,10,15,10,15,0,12
1400000US11001008802,11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",4576,474,2212,318,2364,291,3929,431,1833,291,2096,279,373,137,210,86,163,77,0,12,0,12,0,12,223,97,139,80,84,50,51,53,30,36,21,29
1400000US11001008803,11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",2133,439,1141,390,992,146,1399,335,819,320,580,120,263,119,160,99,103,51,0,12,0,12,0,12,408,126,144,72,264,93,63,65,18,26,45,54
1400000US11001008804,11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",2408,318,1370,246,1038,205,2035,343,1107,272,928,191,189,114,125,78,64,58,0,12,0,12,0,12,184,205,138,168,46,43,0,12,0,12,0,12
1400000US11001008903,11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",3390,490,1628,278,1762,330,2960,496,1415,269,1545,314,327,163,172,108,155,119,0,12,0,12,0,12,103,66,41,29,62,57,0,12,0,12,0,12
1400000US11001008904,11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",2991,360,1376,274,1615,205,2566,346,1225,269,1341,186,289,134,117,68,172,96,0,12,0,12,0,12,121,80,34,31,87,63,15,19,0,12,15,19
1400000US11001009000,11001009000,"Census Tract 90, District of Columbia, District of Columbia",3020,271,1143,159,1877,285,2582,206,1028,158,1554,191,195,108,73,45,122,86,0,12,0,12,0,12,243,240,42,40,201,238,0,12,0,12,0,12
1400000US11001009102,11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",5181,467,2134,291,3047,331,4331,452,1774,284,2557,320,673,346,291,154,382,207,0,17,0,17,0,17,166,79,63,37,103,64,11,37,6,21,5,16
1400000US11001009201,11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",2239,269,1123,148,1116,222,1622,185,876,174,746,133,210,116,90,84,120,75,0,12,0,12,0,12,360,138,143,82,217,133,47,67,14,33,33,58
1400000US11001009203,11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",2554,409,1274,293,1280,268,2243,400,1128,274,1115,260,142,79,49,40,93,52,0,12,0,12,0,12,154,75,82,65,72,51,15,24,15,24,0,12
1400000US11001009204,11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",2761,291,1272,246,1489,198,2419,279,1095,240,1324,167,276,187,128,110,148,102,0,12,0,12,0,12,42,35,25,25,17,20,24,37,24,37,0,12
1400000US11001009301,11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",3149,359,1519,262,1630,253,2821,358,1380,235,1441,245,251,154,115,90,136,92,0,12,0,12,0,12,77,53,24,33,53,51,0,12,0,12,0,12
1400000US11001009302,11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",1030,129,554,82,476,84,858,130,461,71,397,86,112,59,62,32,50,35,0,12,0,12,0,12,60,41,31,27,29,31,0,12,0,12,0,12
1400000US11001009400,11001009400,"Census Tract 94, District of Columbia, District of Columbia",4779,433,2394,262,2385,319,4062,599,1922,319,2140,343,351,266,276,243,75,70,0,12,0,12,0,12,283,209,137,121,146,108,83,109,59,88,24,24
1400000US11001009501,11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",6977,534,3398,400,3579,451,5168,474,2512,315,2656,411,531,253,225,99,306,193,0,17,0,17,0,17,1203,333,630,234,573,174,75,50,31,37,44,39
1400000US11001009503,11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",3286,219,1459,240,1827,205,2911,255,1280,232,1631,211,289,209,140,112,149,109,0,12,0,12,0,12,71,49,28,34,43,35,15,27,11,25,4,8
1400000US11001009504,11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",3315,345,1453,185,1862,284,2942,309,1326,174,1616,241,167,89,70,54,97,55,0,12,0,12,0,12,195,108,57,39,138,89,11,16,0,12,11,16
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",2680,320,1220,240,1460,187,2553,309,1117,225,1436,182,103,72,90,59,13,21,0,12,0,12,0,12,24,24,13,16,11,16,0,12,0,12,0,12
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",1609,201,653,112,956,151,1502,188,585,90,917,152,97,89,58,60,39,36,0,12,0,12,0,12,10,14,10,14,0,12,0,12,0,12,0,12
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",3803,427,1565,289,2238,302,3203,425,1279,273,1924,318,297,157,117,69,180,112,0,12,0,12,0,12,274,149,158,99,116,71,29,45,11,17,18,28
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",3432,463,1521,197,1911,378,2943,365,1419,193,1524,266,417,508,82,102,335,418,0,12,0,12,0,12,59,52,20,23,39,45,13,19,0,12,13,19
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",2202,280,841,143,1361,204,2073,300,774,144,1299,211,64,101,52,51,12,57,0,12,0,12,0,12,65,75,15,22,50,56,0,12,0,12,0,12
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",3372,419,1049,248,2323,320,2845,440,829,218,2016,339,416,217,152,108,264,137,0,12,0,12,0,12,111,108,68,66,43,53,0,12,0,12,0,12
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",2963,465,1221,275,1742,321,2458,477,1036,251,1422,307,261,147,50,40,211,143,0,12,0,12,0,12,183,106,102,80,81,70,61,95,33,51,28,43
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",2099,206,986,162,1113,116,1929,199,906,155,1023,118,106,102,60,69,46,37,0,12,0,12,0,12,58,36,14,14,44,30,6,9,6,9,0,12
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",3371,425,1349,271,2022,272,2977,421,1199,270,1778,265,325,278,138,131,187,163,0,12,0,12,0,12,35,44,12,22,23,38,34,56,0,12,34,56
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",2081,293,912,166,1169,195,1580,271,681,144,899,176,350,150,186,101,164,83,0,12,0,12,0,12,151,93,45,42,106,62,0,12,0,12,0,12
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",1589,214,714,137,875,113,1209,202,520,113,689,119,269,114,118,64,151,66,0,12,0,12,0,12,111,86,76,47,35,51,0,12,0,12,0,12
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",2651,342,1210,190,1441,256,2011,326,918,184,1093,235,531,210,262,111,269,125,0,12,0,12,0,12,109,79,30,34,79,60,0,12,0,12,0,12
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",2761,279,1274,210,1487,173,2357,322,1077,231,1280,170,338,144,159,65,179,111,0,12,0,12,0,12,66,51,38,33,28,23,0,12,0,12,0,12
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",3032,360,1318,222,1714,241,2643,327,1174,208,1469,225,262,181,115,84,147,117,0,12,0,12,0,12,116,75,29,31,87,64,11,17,0,12,11,17
1400000US11001009810,11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",2630,324,862,219,1768,226,2169,320,660,190,1509,217,278,160,117,115,161,104,0,12,0,12,0,12,171,117,73,68,98,121,12,21,12,21,0,12
1400000US11001009811,11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",5006,495,2357,317,2649,357,4235,496,2000,327,2235,346,633,343,324,178,309,197,0,17,0,17,0,17,138,89,33,41,105,75,0,17,0,17,0,17
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",2537,246,1201,176,1336,130,2345,219,1110,150,1235,131,124,125,81,75,43,63,0,12,0,12,0,12,53,47,0,12,53,47,15,23,10,16,5,8
1400000US11001009902,11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",2750,299,1239,259,1511,230,2601,304,1160,261,1441,232,122,67,79,50,43,35,0,12,0,12,0,12,27,24,0,12,27,24,0,12,0,12,0,12
1400000US11001009903,11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",1817,231,544,135,1273,233,1581,243,490,133,1091,213,203,182,54,52,149,159,0,12,0,12,0,12,33,43,0,12,33,43,0,12,0,12,0,12
1400000US11001009904,11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",2399,300,1035,164,1364,192,2209,287,937,156,1272,190,123,64,63,42,60,40,0,12,0,12,0,12,67,64,35,31,32,41,0,12,0,12,0,12
1400000US11001009905,11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",2759,373,1523,261,1236,194,2379,362,1249,248,1130,187,215,180,146,132,69,54,0,12,0,12,0,12,165,107,128,82,37,42,0,12,0,12,0,12
1400000US11001009906,11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",1510,186,657,106,853,123,1315,196,586,99,729,129,149,67,49,31,100,49,0,12,0,12,0,12,38,34,14,15,24,31,8,11,8,11,0,12
1400000US11001009907,11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",2873,320,1363,287,1510,232,2499,339,1204,283,1295,218,265,145,159,91,106,73,0,12,0,12,0,12,109,167,0,12,109,167,0,12,0,12,0,12
1400000US11001010100,11001010100,"Census Tract 101, District of Columbia, District of Columbia",2610,237,1244,155,1366,176,1840,268,907,146,933,174,294,139,140,82,154,82,0,12,0,12,0,12,396,120,142,69,254,94,80,47,55,37,25,28
1400000US11001010200,11001010200,"Census Tract 102, District of Columbia, District of Columbia",2462,229,1069,169,1393,150,1882,222,817,163,1065,142,288,216,126,104,162,115,0,12,0,12,0,12,277,108,119,76,158,79,15,18,7,13,8,13
1400000US11001010300,11001010300,"Census Tract 103, District of Columbia, District of Columbia",3445,422,1832,348,1613,203,2805,504,1505,354,1300,225,314,148,134,73,180,93,0,12,0,12,0,12,303,150,193,103,110,84,23,26,0,12,23,26
1400000US11001010400,11001010400,"Census Tract 104, District of Columbia, District of Columbia",4435,578,2227,339,2208,385,3709,555,1926,330,1783,346,346,165,199,116,147,87,0,12,0,12,0,12,380,248,102,95,278,179,0,12,0,12,0,12
1400000US11001010500,11001010500,"Census Tract 105, District of Columbia, District of Columbia",3418,312,1649,240,1769,228,2777,343,1288,213,1489,234,291,177,182,126,109,99,0,12,0,12,0,12,332,147,161,92,171,114,18,22,18,22,0,12
1400000US11001010600,11001010600,"Census Tract 106, District of Columbia, District of Columbia",5706,526,3054,435,2652,282,3832,503,2132,407,1700,248,760,195,429,157,331,92,0,17,0,17,0,17,1028,229,457,120,571,168,86,54,36,28,50,38
1400000US11001010700,11001010700,"Census Tract 107, District of Columbia, District of Columbia",1821,218,810,143,1011,173,1100,211,491,105,609,168,174,77,71,45,103,61,0,12,0,12,0,12,510,145,227,117,283,70,37,30,21,20,16,20
1400000US11001010800,11001010800,"Census Tract 108, District of Columbia, District of Columbia",6289,830,2900,465,3389,493,2885,485,1321,275,1564,320,944,266,446,152,498,170,0,17,0,17,0,17,2100,592,924,254,1176,396,360,152,209,140,151,62
1400000US11001010900,11001010900,"Census Tract 109, District of Columbia, District of Columbia",4168,869,1708,381,2460,644,2916,614,1181,299,1735,432,629,381,286,169,343,262,0,12,0,12,0,12,581,312,236,131,345,226,42,73,5,8,37,72
1400000US11001011000,11001011000,"Census Tract 110, District of Columbia, District of Columbia",3457,394,1630,352,1827,258,2698,292,1247,268,1451,197,332,163,173,127,159,82,0,12,0,12,0,12,376,122,210,92,166,74,51,122,0,12,51,122
1400000US11001011100,11001011100,"Census Tract 111, District of Columbia, District of Columbia",5457,472,2543,352,2914,274,4862,397,2144,309,2718,279,425,211,297,156,128,92,0,17,0,17,0,17,149,76,88,63,61,47,21,26,14,19,7,11
