GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",0.3871,0.0370
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",0.3797,0.0237
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",0.4608,0.0661
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",0.3693,0.0452
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",0.3941,0.0382
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",0.4501,0.0476
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",0.3674,0.0611
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",0.4495,0.0743
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",0.5732,0.1061
1400000US11001008802,11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",0.4994,0.0579
1400000US11001008803,11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",0.5550,0.0679
1400000US11001008804,11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",0.4409,0.0498
1400000US11001008903,11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",0.4582,0.0442
1400000US11001008904,11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",0.5259,0.0484
1400000US11001009000,11001009000,"Census Tract 90, District of Columbia, District of Columbia",0.5534,0.0489
1400000US11001009102,11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",0.4744,0.0424
1400000US11001009201,11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",0.5554,0.0419
1400000US11001009203,11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",0.4606,0.0550
1400000US11001009204,11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",0.5449,0.0468
1400000US11001009301,11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",0.4370,0.0464
1400000US11001009302,11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",0.4175,0.0605
1400000US11001009400,11001009400,"Census Tract 94, District of Columbia, District of Columbia",0.4131,0.0420
1400000US11001009501,11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",0.4289,0.0399
1400000US11001009503,11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",0.3513,0.0495
1400000US11001009504,11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",0.3789,0.0392
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",0.4426,0.0533
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",0.4077,0.0546
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",0.4063,0.0559
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",0.3835,0.0436
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",0.4473,0.0393
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",0.4167,0.0522
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",0.5293,0.1315
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",0.4012,0.0314
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",0.5112,0.0587
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",0.5341,0.0394
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",0.5153,0.0505
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",0.5025,0.0344
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",0.4766,0.0346
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",0.5369,0.1609
1400000US11001009810,11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",0.5094,0.0822
1400000US11001009811,11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",0.4103,0.0373
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",0.4158,0.0385
1400000US11001009902,11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",0.4041,0.0546
1400000US11001009903,11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",0.3748,0.0521
1400000US11001009904,11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",0.5318,0.0411
1400000US11001009905,11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",0.4768,0.0634
1400000US11001009906,11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",0.3689,0.0480
1400000US11001009907,11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",0.5490,0.0647
1400000US11001010100,11001010100,"Census Tract 101, District of Columbia, District of Columbia",0.4549,0.0650
1400000US11001010200,11001010200,"Census Tract 102, District of Columbia, District of Columbia",0.3825,0.0460
1400000US11001010300,11001010300,"Census Tract 103, District of Columbia, District of Columbia",0.4376,0.0396
1400000US11001010400,11001010400,"Census Tract 104, District of Columbia, District of Columbia",0.4794,0.0426
1400000US11001010500,11001010500,"Census Tract 105, District of Columbia, District of Columbia",0.4046,0.0349
1400000US11001010600,11001010600,"Census Tract 106, District of Columbia, District of Columbia",0.4274,0.0377
1400000US11001010700,11001010700,"Census Tract 107, District of Columbia, District of Columbia",0.4834,0.0670
1400000US11001010800,11001010800,"Census Tract 108, District of Columbia, District of Columbia",0.5262,0.0629
1400000US11001010900,11001010900,"Census Tract 109, District of Columbia, District of Columbia",0.4577,0.0642
1400000US11001011000,11001011000,"Census Tract 110, District of Columbia, District of Columbia",0.4085,0.0412
1400000US11001011100,11001011100,"Census Tract 111, District of Columbia, District of Columbia",0.4567,0.0352
